id,pubyear,titles,author,affiliated,wos_total,journal,issns,eissns
WOS:000382303800004,2016,Blood Brothers: Hemodynamics and Cell-Matrix Interactions in Endothelial Function,"Yurdagul, Arif, Jr.|Orr, A. Wayne",Louisiana State Univ|Louisiana State Univ,1,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000382303800005,2016,Disturbed Flow-Induced Endothelial Proatherogenic Signaling Via Regulating Post-Translational Modifications and Epigenetic Events,"Berk, Bradford C.|Heo, Kyung-Sun|Abe, Jun-ichi",Univ Rochester|Univ Texas MD Anderson Canc Ctr,2,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716
WOS:000382305100007,2016,Hemodynamic Flow-Induced Mechanotransduction Signaling Influences the Radiation Response of the Vascular Endothelium,"Aravindan, Natarajan|Natarajan, Mohan|Mohan, Sumathy|Sprague, Eugene A.",Univ Oklahoma|Univ Texas Hlth Sci Ctr San Antonio|Univ Texas Hlth Sci Ctr San Antonio,1,RADIATION RESEARCH,0033-7587,1938-5404
WOS:000382460200017,2016,Effect of Topical Intranasal Therapy on Epistaxis Frequency in Patients With Hereditary Hemorrhagic Telangiectasia A Randomized Clinical Trial,"Faughnan, Marie E.|Whitehead, Kevin J.|Sautter, Nathan B.|McWilliams, Justin P.|Chakinala, Murali M.|Merlo, Christian A.|Johnson, Maribeth H.|James, Melissa|Everett, Eric M.|Clancy, Marianne S.|Oh, S. Paul|Olitsky, Scott E.|Pyeritz, Reed E.|Gossage, James R.",Univ Penn|Childrens Mercy Hosp|Univ Florida|St Michaels Hosp|St Michaels Hosp|Univ Toronto|Cure HHT|OBrien Pharm|Augusta Univ|Augusta Univ|Johns Hopkins Univ|Washington Univ|Univ Calif Los Angeles|Oregon Hlth & Sci Univ|George E Wahlen Vet Affairs Med Ctr|Univ Utah,10,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0098-7484,1538-3598
WOS:000382513400021,2016,Lymphatic vessels regulate immune microenvironments in human and murine melanoma,"Swartz, Melody A.|Lund, Amanda W.|Wagner, Marek|Wiig, Helge|Eikesdal, Hans P.|Alitalo, Kari|Gajewski, Thomas F.|Sprenger, Stefani|Broggi, Maria A.|Steinskog, Eli S.|Fankhauser, Manuel",Univ Chicago|Haukeland Hosp|Univ Bergen|Univ Helsinki|Univ Helsinki|Univ Chicago|Univ Chicago|Haukeland Hosp|Univ Bergen|Ecole Polytech Fed Lausanne|Ecole Polytech Fed Lausanne|Oregon Hlth & Sci Univ|Oregon Hlth & Sci Univ,14,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000382513400029,2016,Tie1 controls angiopoietin function in vascular remodeling and inflammation,"Anisimov, Andrey|Kim, Minah|Allen, Breanna|Fang, Shentong|D'Amico, Gabriela|Sipila, Tuomas J.|Lohela, Marja|Strandin, Tomas|Vaheri, Antti|Yla-Herttuala, Seppo|Koh, Gou Young|McDonald, Donald M.|Alitalo, Kari|Saharinen, Pipsa|Korhonen, Emilia A.|Lampinen, Anita|Giri, Hemant",Korea Adv Inst Sci & Technol|Korea Adv Inst Sci & Technol|Univ Eastern Finland|Univ Helsinki|UCSF|UCSF|Univ Helsinki|Univ Helsinki,17,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000382513400030,2016,Opposing actions of angiopoietin-2 on Tie2 signaling and FOXO1 activation,"McDonald, Donald M.|Korhonen, Emilia A.|Allen, Breanna|Saharinen, Pipsa|Baluk, Peter|Nitschke, Maximilian|Alitalo, Kari|Yang, Hee Won|Daly, Christopher|Thurston, Gavin|Kim, Minah",Regeneron Pharmaceut Inc|Stanford Univ|Univ Helsinki|UCSF|UCSF,17,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238
WOS:000382542800014,2016,Endothelial exocytosis of angiopoietin-2 resulting from CCM3 deficiency contributes to cerebral cavernous malformation,"Ji, Weidong|Zhou, Huanjiao Jenny|Qin, Lingfeng|Zhang, Haifeng|Tang, Wenwen|He, Yun|Liang, Xiaoling|Wang, Zongren|Yuan, Qianying|Vortmeyer, Alexander|Toomre, Derek|Fuh, Germaine|Yan, Minghong|Kluger, Martin S.|Wu, Dianqing|Min, Wang",Yale Univ|Genentech Inc|Genentech Inc|Yale Univ|Sun Yat Sen Univ|Sun Yat Sen Univ Med Sci|Guangzhou Darron Medsci|Yale Univ|Sun Yat Sen Univ|Yale Univ,7,NATURE MEDICINE,1078-8956,1546-170X
WOS:000382595200025,2016,Increased Pyruvate Dehydrogenase Kinase 4 Expression in Lung Pericytes Is Associated with Reduced Endothelial-Pericyte interactions and Small Vessel Loss in Pulmonary Arterial Hypertension,"Yuan, Ke|Hu, Xinqian|Wu, Joseph C.|Perez, Vinicio A. de Jesus|Shamskhou, Elya|Orcholski, Mark E.|Discipulo, Marielle|Hennigs, Jan K.|Shao, Ning-Yi|Richter, Alice",Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ,1,AMERICAN JOURNAL OF PATHOLOGY,0002-9440,1525-2191
WOS:000382674700009,2016,Two-Point Stretchable Electrode Array for Endoluminal Electrochemical Impedance Spectroscopy Measurements of Lipid-Laden Atherosclerotic Plaques,"Zhang, Xiaoxiao|Hsiai, Tzung K.|Tai, Yu-Chong|Li, Rongsong|Sayre, James W.|Zhou, Qifa|Demer, Linda L.|Ma, Jianguo|Jen, Nelson|Ma, Teng|Packard, Rene R. Sevag|Luo, Yuan",Univ Calif Los Angeles|Univ Southern Calif|CALTECH|Univ Calif Los Angeles|Univ Calif Los Angeles|Ronald Reagan UCLA Med Ctr,2,ANNALS OF BIOMEDICAL ENGINEERING,0090-6964,1573-9686
WOS:000382809700016,2016,PKC- activation in neutrophils promotes fungal clearance,"Vyas, Jatin M.|Lin, Xin|Song, Xiu-yu|Tam, Jenny M.|Mansour, Michael K.|Saggu, Gurpanna|Li, Xun|Durand, Enrique|Nishi, Hiroshi|Cullere, Xavier|Mayadas, Tanya",Univ Texas MD Anderson Canc Ctr|Harvard Med Sch|Xiamen Univ|Harvard Med Sch|Brigham & Womens Hosp,2,JOURNAL OF LEUKOCYTE BIOLOGY,0741-5400,1938-3673
WOS:000383098000044,2016,Mass-spectrometric exploration of proteome structure and function,"Aebersold, Ruedi|Mann, Matthias",Univ Copenhagen|Max Planck Inst Biochem|Univ Zurich|Swiss Fed Inst Technol,96,NATURE,0028-0836,1476-4687
WOS:000383114800022,2016,Genetic Variants in LRP1 and ULK4 Are Associated with Acute Aortic Dissections,"Willer, Cristen J.|Milewicz, Dianna M.|Boerwinkle, Eric|Yang, Bo|Eagle, Kim A.|Mathis, Michael R.|Zhou, Wei|Regalado, Ellen S.|Safi, Hazim J.|Estrera, Anthony L.|Shalhub, Sherene|Body, Simon C.|LeMaire, Scott A.|Hostetler, Ellen M.|Eriksson, Per|Prakash, Siddharth K.|Grove, Megan L.|Guo, Dong-chuan",Baylor Coll Med|Univ Michigan|Univ Michigan|Univ Michigan|Univ Michigan|Univ Michigan|Univ Texas Hlth Sci Ctr Houston|Univ Washington|Harvard Med Sch|St Lukes Episcopal Hosp|Karolinska Univ Hosp Solna|Univ Texas Hlth Sci Ctr Houston|Univ Texas Hlth Sci Ctr Houston,6,AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,1537-6605
WOS:000383197000002,2016,Intracellular pH steers vascular wall remodelling,"Hordijk, Peter L.",Vrije Univ Amsterdam,0,CARDIOVASCULAR RESEARCH,0008-6363,1755-3245
WOS:000383217500017,2016,Traction force dynamics predict gap formation in activated endothelium,"van Hinsbergh, Victor W. M.|Amerongen, Geerten P. van Nieuw|Valent, Erik T.|Hordijk, Peter L.",Vrije Univ Amsterdam Med Ctr,3,EXPERIMENTAL CELL RESEARCH,0014-4827,1090-2422
WOS:000383241800046,2016,"cis-Prenyltransferase: New Insights into Protein Glycosylation, Rubber Synthesis, and Human Diseases","Grabinska, Kariona A.|Sessa, William C.|Park, Eon Joo",Yale Univ|Yale Univ,7,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X
WOS:000383250100002,2016,The role of adipose-derived inflammatory cytokines in type 1 diabetes,"Zhang, Yuying|Feng, Boya|Zhou, Huanjiao|Ji, Weidong|Min, Wang|Shao, Lan",Yale Univ|Sun Yat Sen Univ,3,ADIPOCYTE,2162-3945,2162-397X
WOS:000383292700005,2016,Syndecan-4 enhances PDGF-BB activity in diabetic wound healing,"Das, Subhamoy|Majid, Marjan|Baker, Aaron B.",Univ Texas Austin|Univ Texas Austin|Univ Texas Austin|Univ Texas Austin,4,ACTA BIOMATERIALIA,1742-7061,1878-7568
WOS:000383314200009,2016,An Osteopontin/CD44 Axis in RhoGDI2-Mediated Metastasis Suppression,"Dancik, Garrett M.|Sahu, Divya|Hansel, Donna E.|Theodorescu, Dan|Schwartz, Martin A.|Ahmed, Mansoor|Sottnik, Joseph L.",Yale Univ|Yale Univ|Univ Colorado|Univ Colorado|Univ Calif San Diego|Eastern Connecticut State Univ|Univ Colorado|Yale Univ,3,CANCER CELL,1535-6108,1878-3686
WOS:000383351400022,2016,A Computational Modeling and Simulation Approach to Investigate Mechanisms of Subcellular cAMP Compartmentation,"McCulloch, Andrew D.|Lewis, Timothy J.|Docken, Steffen S.|Jeng, Mao-Tsuen|Boras, Britton W.|Yang, Pei-Chi|Clancy, Colleen E.|Harvey, Robert D.",Univ Nevada|Univ Calif Davis|Univ Calif San Diego|Univ Calif Davis,6,PLOS COMPUTATIONAL BIOLOGY,1553-734X,1553-7358
WOS:000383571400009,2016,Arteriolar oxygen reactivity: where is the sensor and what is the mechanism of action?,"Jackson, William F.",Michigan State Univ,3,JOURNAL OF PHYSIOLOGY-LONDON,0022-3751,1469-7793
WOS:000383582900005,2016,Multiple Functions of Protein Inhibitor of Activated STAT1 in Regulating Endothelial Cell Proliferation and Inflammation,"Abe, Jun-ichi",Univ Texas MD Anderson Canc Ctr,0,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000383582900011,2016,Hypercholesterolemia Induced by a PCSK9 Gain-of-Function Mutation Augments Angiotensin II-Induced Abdominal Aortic Aneurysms in C57BL/6 MiceBrief Report,"Mullick, Adam E.|Howatt, Deborah A.|Lu, Hong|Daugherty, Alan|Graham, Mark J.|Balakrishnan, Anju",Ionis Pharmaceut Inc|Univ Kentucky|Univ Kentucky,5,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000383604400021,2016,Angiopoietin-2 mediates thrombin-induced monocyte adhesion and endothelial permeability,"Rathnakumar, K.|Dixit, M.|Augustin, H. G.|Ghosh, A.|Giri, H.|Savant, S.|Bera, A. K.|Ram, U.|Fleming, I.|Fisslthaler, B.",Heidelberg Univ|Seethapathy Clin & Hosp|Goethe Univ Frankfurt|German Canc Res Ctr Heidelberg|Indian Inst Technol Madras,0,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7933,1538-7836
WOS:000383612400003,2016,Pondering neutrophil extracellular traps with healthy skepticism,"Nauseef, William M.|Kubes, Paul",Univ Calgary|Vet Adm Med Ctr|Univ Iowa|Univ Iowa,11,CELLULAR MICROBIOLOGY,1462-5814,1462-5822
WOS:000383776300011,2016,Syndesome Therapeutics for Enhancing Diabetic Wound Healing,"Martin, Patricia E.|Dunn, Andrew K.|Majid, Marjan|Baker, Aaron B.|Sherman, Michael B.|Mukhopadhyay, Somshuvra|Das, Subhamoy|Wright, Catherine S.|Singh, Gunjan",Univ Texas Austin|Univ Texas Austin|Glasgow Caledonian Univ|Glasgow Caledonian Univ|Univ Texas Austin|Univ Texas Austin|Univ Texas Austin|Univ Texas Med Branch|Univ Texas Austin,2,ADVANCED HEALTHCARE MATERIALS,2192-2640,2192-2659
WOS:000383810000004,2016,Three-Dimensional Adult Cardiac Extracellular Matrix Promotes Maturation of Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes,"Botvinick, Elliot L.|Gershon, Paul D.|George, Steven C.|Hughes, Christopher C. W.|Fimbres, Cristhian|Fong, Ashley H.|Romero-Lopez, Monica|Pham, Hiep H.|Tran, Anh Q.|Sobrino, Agua|Tran, David|Keating, Mark|Heylman, Christopher M.",Washington Univ|UC Irvine|UC Irvine|UC Irvine|UC Irvine,7,TISSUE ENGINEERING PART A,1937-3341,1937-335X
WOS:000383843000015,2016,Critical requirement of VEGF-C in transition to fetal erythropoiesis,"Mikkola, Hanna K. A.|Chen, Shuo|Salminen, Essi|Fang, Shentong|Saharinen, Pipsa|Alitalo, Kari|Nurmi, Harri|Heinolainen, Krista",Univ Calif Los Angeles|Univ Helsinki|Univ Helsinki,3,BLOOD,0006-4971,1528-0020
WOS:000383935600028,2016,Matrix control of pancreatic cancer: New insights into fibronectin signaling,"Topalovski, Mary|Brekken, Rolf A.",Univ Texas Southwestern Med Ctr Dallas|Univ Texas Southwestern Med Ctr Dallas|Univ Texas Southwestern Med Ctr Dallas|Univ Texas Southwestern Med Ctr Dallas,8,CANCER LETTERS,0304-3835,1872-7980
WOS:000383940300003,2016,ROS-activated calcium signaling mechanisms regulating endothelial barrier function,"Mehta, Dolly|Malik, Asrar B.|Di, Anke",Univ Illinois,5,CELL CALCIUM,0143-4160,1532-1991
WOS:000383941200011,2016,Characterization of fracture behavior of human atherosclerotic fibrous caps using a miniature single edge notched tensile test,"Stewart, Samantha E.|Carsten, Christopher G., III|Snyder, Bruce A.|Lessner, Susan M.|Sutton, Michael A.|Davis, Lindsey A.",Univ South Carolina|Greenville Hlth Syst|Univ South Carolina|Univ South Carolina,1,ACTA BIOMATERIALIA,1742-7061,1878-7568
WOS:000383947300005,2016,The Rap1-RIAM-talin axis of integrin activation and blood cell function,"Kim, Chungho|Lagarrigue, Frederic|Ginsberg, Mark H.",Korea Univ|Univ Calif San Diego,11,BLOOD,0006-4971,1528-0020
WOS:000383947300011,2016,GDF-15 inhibits integrin activation and mouse neutrophil recruitment through the ALK-5/TGF-beta RII heterodimer,"Vestweber, Dietmar|Butz, Stefan|Artz, Annette",Max Planck Inst Mol Biomed,8,BLOOD,0006-4971,1528-0020
WOS:000384001200011,2016,Rasip1-Mediated Rho GTPase Signaling Regulates Blood Vessel Tubulogenesis via Nonmuscle Myosin II,"Cleaver, Ondine|Davis, George E.|Norden, Pieter R.|Zheng, Yi|Wichaidit, Chonlarat|Azizoglu, D. Berfin|Xu, Ke|Barry, David M.|Wylie, Lyndsay A.|Koo, Yeon|Cobb, Melanie H.",Univ Cincinnati|Univ N Carolina|Univ Missouri|Univ Texas Southwestern Med Ctr Dallas|Univ Texas Southwestern Med Ctr Dallas|Univ Texas Southwestern Med Ctr Dallas,4,CIRCULATION RESEARCH,0009-7330,1524-4571
WOS:000384002700004,2016,Alternative approaches to generating cardiomyocytes are under development,"Wu, Joseph C.|Matsa, Elena|Chen, Ian Y.",Stanford Univ|Stanford Univ|Stanford Univ,0,NATURE REVIEWS CARDIOLOGY,1759-5002,1759-5010
WOS:000384013700001,2016,Animal-based studies will be essential for precision medicine,"Lloyd, K. C. Kent|Robinson, Peter N.|MacRae, Calum A.",Harvard Med Sch|Brigham & Womens Hosp|Jackson Lab Genom Med|Charite|Univ Calif Davis|Univ Calif Davis,1,SCIENCE TRANSLATIONAL MEDICINE,1946-6234,1946-6242
WOS:000384014200001,2016,"Proresolving lipid mediators resolvin D1, resolvin D2, and maresin 1 are critical in modulating T cell responses","Dalli, Jesmond|Jacobsson, Anders|Battistini, Luca|Maccarrone, Mauro|Serhan, Charles N.|Chiurchiu, Valerio|Leuti, Alessandro",IRCCS Santa Lucia Fdn|Stockholm Univ|Harvard Med Sch|Brigham & Womens Hosp|Ist Ricovero & Cura Carattere Sci IRCCS Santa Luc|Campus Biomed Univ Rome,18,SCIENCE TRANSLATIONAL MEDICINE,1946-6234,1946-6242
WOS:000384276100009,2016,Targeting Mac-1-mediated leukocyte-RBC interactions uncouples the benefits for acute vaso-occlusion and chronic organ damage,"Pinho, Sandra|Zhang, Dachuan|Jang, Jung-Eun|Frenette, Paul S.|Chang, Jungshan|Chen, Grace",Taipei Med Univ|Albert Einstein Coll Med|Albert Einstein Coll Med,0,EXPERIMENTAL HEMATOLOGY,0301-472X,1873-2399
WOS:000384332600013,2016,(Second) Harmonic Disharmony: Nonlinear Microscopy Shines New Light on the Pathology of Atherosclerosis,"Lessner, Susan M.|Watson, Shana R.",Univ South Carolina,0,MICROSCOPY AND MICROANALYSIS,1431-9276,1435-8115
WOS:000384411900001,2016,Persistent infiltration and pro-inflammatory differentiation of monocytes cause unresolved inflammation in brain arteriovenous malformation,"Zhan, Lei|Su, Hua|Faughnan, Marie E.|Sun, Zhengda|Kang, Shuai|Zhang, Rui|Oh, S. Paul|Zhu, Wan|Han, Zhenying|Degos, Vincent|Arthur, Helen M.|Shen, Fanxia|Choi, Eun-Jung|Wong, Michael",Univ Toronto|Univ Florida|Newcastle Univ|Univ Calif San Francisco|Hop Robert Debre|Univ Calif San Francisco,3,ANGIOGENESIS,0969-6970,1573-7209
WOS:000384411900003,2016,Prostate-specific membrane antigen (PSMA)-mediated laminin proteolysis generates a pro-angiogenic peptide,"Novakova, Zora|Richardson, Spencer M.|Rodrick, Tori C.|Barinka, Cyril|Ghosh, Mallika|Shapiro, Linda H.|Slusher, Barbara S.|Fahmy, Beshoy|Stewart, Samantha|Attalla, Jonathan|Richardson, Noah H.|Fuentes, Julio L.|Conway, Rebecca E.|Rojas, Camilo|Alt, Jesse",Univ Connecticut|Acad Sci Czech Republic|Johns Hopkins Univ|Johns Hopkins Univ|Johns Hopkins Univ|Lipscomb Univ,2,ANGIOGENESIS,0969-6970,1573-7209
WOS:000384458000001,2016,Vascular Smooth Muscle Cells,"Majesky, Mark W.",Univ Washington|Univ Washington|Seattle Childrens Res Inst,2,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000384458000005,2016,NETs Activate Pulmonary Arterial Endothelial Cells,"Rabinovitch, Marlene",Stanford Univ,0,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000384458000006,2016,Delta-Like Ligand 4-Notch Signaling in Macrophage Activation,"Nakano, Toshiaki|Fukuda, Daiju|Koga, Jun-ichiro|Aikawa, Masanori",Harvard Med Sch|Harvard Med Sch|Harvard Med Sch|Harvard Med Sch,4,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000384458000007,2016,Endothelial Cell Junctional Adhesion Molecules: Role and Regulation of Expression in Inflammation,"Nourshargh, Sussan|Reglero-Real, Natalia|Bodkin, Jennifer Victoria|Colom, Bartomeu",Wellcome Trust Sanger Inst|Queen Mary Univ London,5,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000384458000008,2016,Autotaxin-Lysophosphatidic Acid Axis Acts Downstream of Apoprotein B Lipoproteins in Endothelial Cells,"Tempelhof, Hanoch|Gibbs-Bar, Liron|Yaniv, Karina|Ely, Yona|Feldmesser, Ester|Ben-Hamo, Rotem|Brandis, Alexander|Hofi, Roy|Braun, Tslil|Almog, Gabriella|Efroni, Sol",Bar Ilan Univ|Weizmann Inst Sci|Weizmann Inst Sci|Weizmann Inst Sci|Weizmann Inst Sci,1,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000384458000011,2016,MYOSLID Is a Novel Serum Response Factor-Dependent Long Noncoding RNA That Amplifies the Vascular Smooth Muscle Differentiation Program,"Asif, Arif|Long, Xiaochun|Jourd'heuil, David|Tou, Emiley|Wu, Wen|Zhao, Jinjing|Richards, Angelene|Xue, Min|Zhang, Wei|Jiang, Pengtao|Zheng, Deyou|Lin, Mingyan|Singer, Harold A.|Miano, Joseph M.",Chinese Acad Agr Sci|Univ Rochester|Albert Einstein Coll Med|Albert Einstein Coll Med|Jersey Shore Univ|Albany Med Coll,6,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,1524-4636
WOS:000384482700001,2016,Activation of the nicotinamide N-methyltransferase (NNMT)-1-methylnicotinamide (MNA) pathway in pulmonary hypertension,"Zakrzewska, Agnieszka|Fedorowicz, Andrzej|Mateuszuk, Lukasz|Kopec, Grzegorz|Skorka, Tomasz|Kutryb-Zajac, Barbara|Walczak, Maria|Jakubowski, Andrzej|Lomnicka, Magdalena|Slominska, Ewa|Chlopicki, Stefan",Jagiellonian Univ|Jagiellonian Univ|Med Univ Gdansk|Polish Acad Sci|Jagiellonian Univ|Jagiellonian Univ,1,RESPIRATORY RESEARCH,1465-993X,1465-9921
WOS:000384531700001,2016,"Platelet and Erythrocyte Sources of S1P Are Redundant for Vascular Development and Homeostasis, but Both Rendered Essential After Plasma S1P Depletion in Anaphylactic Shock","Hamilton, Justin R.|Bachelot-Loza, Christilla|Coughlin, Shaun R.|Zoghdani, Nesrine|Chun, Jerold|Tharaux, Pierre-Louis|Gaussem, Pascale|Gazit, Salome L.|Mariko, Boubacar|Ransinan, Jessica|Hla, Timothy|Therond, Patrice|Decouture, Benoit|Xiong, Yuquan|Couty, Ludovic|Bonnin, Philippe|Baudrie, Veronique|Le Gall, Sylvain M.|Dizier, Blandine|Camerer, Eric|Ho-Tin-Noe, Benoit",INSERM|Univ Calif San Francisco|Scripps Res Inst|Hop Europeen Georges Pompidou|Monash Univ|Monash Univ|Hop Lariboisiere|Cornell Univ|Fac Pharm|Univ Paris Saclay|Hop Bicetre|Univ Sorbonne Paris Cite|Paris Cardiovasc Res Ctr,2,CIRCULATION RESEARCH,0009-7330,1524-4571
WOS:000384531700006,2016,"The Future of Onco-Cardiology We Are Not Just ""Side Effect Hunters""","Yeh, Edward T. H.|Abe, Jun-ichi|Martin, James F.",Univ Missouri|Texas Heart Inst|Baylor Coll Med|Univ Texas MD Anderson Canc Ctr,1,CIRCULATION RESEARCH,0009-7330,1524-4571
WOS:000384552300026,2016,Endothelial Notch Signaling Is Essential to Prevent Hepatic Vascular Malformations in Mice,"Cuervo, Henar|Simonetto, Douglas A.|Shah, Vijay H.|Wang, Rong A.|Nielsen, Corinne M.|Ferrell, Linda",Univ Calif San Francisco|Mayo Clin|Univ Calif San Francisco,1,HEPATOLOGY,0270-9139,1527-3350
WOS:000384647400007,2016,The annexin A2 system and angiogenesis,"Hajjar, Katherine A.|Liu, Wei",Weill Cornell Med|Weill Cornell Med|Weill Cornell Med,4,BIOLOGICAL CHEMISTRY,1431-6730,1437-4315
WOS:000384707600004,2016,Blood flow boosts BMP signaling to keep vessels in shape,"Franco, Claudio A.|Gerhardt, Holger",Berlin Inst Hlth|German Ctr Cardiovasc Res|Vesalius Res Ctr|Max Delbruck Ctr Mol Med|Univ Lisbon,0,JOURNAL OF CELL BIOLOGY,0021-9525,1540-8140
WOS:000384707600006,2016,Defective fluid shear stress mechanotransduction mediates hereditary hemorrhagic telangiectasia,"Ola, Roxana|Schwartz, Martin A.|Eichmann, Anne|Tong, Haibin|Tsarfati, Maya|Min, Elizabeth|Coon, Brian G.|Ross, Tyler D.|Huang, Billy|Dubrac, Alexandre|Hayward-Piatkowskyi, Brielle|Larrivee, Bruno|Baeyens, Nicolas",Univ Calif San Francisco|Univ Calif San Francisco|Univ Manchester|Yale Univ|Yale Univ|Paris Ctr Cardiovasc Res|Beihua Univ|Univ Montreal|Yale Univ|Yale Univ,14,JOURNAL OF CELL BIOLOGY,0021-9525,1540-8140
WOS:000384745400010,2016,Interleukin-19 induces angiogenesis in the absence of hypoxia by direct and indirect immune mechanisms,"Kako, Bashar|Kako, Farah|Gabunia, Khatuna|Ray, Mitali|Kelemen, Sheri E.|England, Ross N.|Autieri, Michael V.|Scalia, Rosario G.",Temple Univ,2,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0363-6143,1522-1563
WOS:000384750600004,2016,Development of the lymphatic system: new questions and paradigms,"Yaniv, Karina|Semo, Jonathan|Nicenboim, Julian",Weizmann Inst Sci,9,DEVELOPMENT,0950-1991,1477-9129
WOS:000384753600007,2016,"Disrupted nitric oxide signaling due to GUCY1A3 mutations increases risk for moyamoya disease, achalasia and hypertension","Sharina, I.|Ganesan, V.|Saunders, D.|Morris, S. A.|Milewicz, D. M.|Martin, E.|Regalado, E.|Guo, D. -C.|Bamshad, M.|Nickerson, D. A.|Dauser, R.|Hanchard, N.|Wallace, S.|Marom, R.|Mellor-Crummey, L.|Berka, V.",Baylor Coll Med|Texas Childrens Hosp|Great Ormond St Hosp Sick Children|UCL|Baylor Coll Med|Texas Childrens Hosp|Univ Washington|Univ Texas Hlth Sci Ctr Houston,4,CLINICAL GENETICS,0009-9163,1399-0004
WOS:000384758200002,2016,Mechanosensitive beta-catenin signaling regulates lymphatic vascular development,"Srinivasan, R. Sathish|Cha, Boksik",Univ Oklahoma|Oklahoma Med Res Fdn,2,BMB REPORTS,1976-6696,1976-670X
WOS:000384961700003,2016,iPSC-derived cardiomyocytes reveal abnormal TGF-beta signalling in left ventricular non-compaction cardiomyopathy,"Abilez, Oscar J.|Shukla, Praveen|Ebert, Antje D.|InanlooRahatloo, Kolsoum|Hirono, Keiichi|Kodo, Kazuki|Ong, Sang-Ging|Jahanbani, Fereshteh|Termglinchan, Vittavat|Wu, Joseph C.|Bernstein, Daniel|Snyder, Michael P.|Wu, Sean M.|Ichida, Fukiko|Jung, Gwanghyun|Karakikes, Ioannis|Churko, Jared M.",Stanford Univ|Toyama Univ|Stanford Univ|Stanford Univ|Stanford Univ|Stanford Univ,10,NATURE CELL BIOLOGY,1465-7392,1476-4679
WOS:000384961700004,2016,Interaction between integrin alpha(5) and PDE4D regulates endothelial inflammatory signalling,"Anderson, Daniel G.|Schwartz, Martin A.|Baillie, George|Langer, Robert|Cameron, Ryan T.|Coon, Brian G.|Dahlman, James E.|Budatha, Madhusudhan|Yun, Sanguk",Yale Univ|Yale Univ|MIT|Univ Glasgow|MIT|MIT|MIT|Yale Univ,6,NATURE CELL BIOLOGY,1465-7392,1476-4679
WOS:000384971700007,2016,Selective serotonin reuptake inhibitor exposure constricts the mouse ductus arteriosus in utero,"Shelton, Elaine L.|Yarboro, Michael T.|Streeter, Taylor|Hooper, Christopher W.|Reese, Jeff|Slaughter, James C.|Cotton, Robert B.|Brown, Naoko|Delaney, Cassidy|Poole, Stanley",Vanderbilt Univ|Vanderbilt Univ|Univ Colorado|Vanderbilt Univ,1,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000384971700012,2016,4D intravital microscopy uncovers critical strain differences for the roles of PECAM and CD99 in leukocyte diapedesis,"Sullivan, David P.|Watson, Richard L.|Muller, William A.",Feinberg Sch Med,0,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539
WOS:000385003600031,2016,Complement Destabilizes Cardiomyocyte Function In Vivo after Polymicrobial Sepsis and In Vitro,"Lu, Hope|Huber-Lang, Markus|Zetoune, Firas S.|Russell, Mark W.|Kalbitz, Miriam|Fattahi, Fatemeh|Herron, Todd J.|Day, Sharlene M.|Jalife, Jose|Ward, Peter A.|Grailer, Jamison J.|Jajou, Lawrence|Sarma, J. Vidya",Univ Michigan|Univ Michigan|Univ Michigan|Univ Michigan|Univ Michigan|Univ Michigan|Univ Hosp Ulm|Univ Michigan,4,JOURNAL OF IMMUNOLOGY,0022-1767,1550-6606
